lat,long,elev
404463889,-798474459,3468
404463897,-798474528,3468
404463906,-798474598,3468
404463916,-798474673,3468
404463922,-798474735,3468
404463929,-798474798,3467
404463939,-798474862,3466
404463946,-798474922,3466
404463951,-798474982,3466
404463954,-798475046,3466
404463956,-798475105,3466
404463956,-798475165,3465
404463956,-798475225,3465
404463955,-798475286,3465
404463952,-798475339,3464
404463946,-798475395,3464
404463940,-798475449,3464
404463932,-798475502,3464
404463920,-798475559,3463
404463905,-798475613,3464
404463893,-798475663,3463
404463877,-798475712,3463
404463860,-798475763,3463
404463848,-798475811,3462
404463825,-798475849,3462
404463809,-798475891,3462
404463791,-798475930,3461
404463774,-798475965,3461
404463756,-798476008,3461
404463732,-798476038,3461
404463713,-798476066,3460
404463685,-798476101,3460
404463665,-798476132,3460
404463661,-798476174,3459
404463636,-798476199,3459
404463612,-798476229,3458
404463586,-798476260,3458
404463561,-798476288,3458
404463534,-798476318,3457
404463509,-798476349,3457
404463482,-798476375,3457
404463453,-798476395,3457
404463420,-798476419,3458
404463404,-798476460,3458
404463378,-798476480,3457
404463348,-798476505,3456
404463316,-798476534,3456
404463287,-798476568,3457
404463262,-798476590,3456
404463233,-798476618,3456
404463201,-798476646,3456
404463172,-798476674,3455
404463143,-798476706,3455
404463121,-798476736,3455
404463092,-798476763,3454
404463062,-798476788,3454
404463030,-798476816,3454
404462999,-798476840,3454
404462972,-798476866,3454
404462938,-798476893,3454
404462908,-798476919,3453
404462875,-798476937,3453
404462837,-798476952,3453
404462804,-798476970,3454
404462770,-798476987,3453
404462732,-798476992,3453
404462695,-798477004,3453
404462654,-798477004,3453
404462623,-798477010,3452
404462583,-798477015,3452
404462469,-798476991,3452
404462436,-798476988,3452
404462397,-798476967,3452
404462362,-798476945,3451
404462330,-798476926,3451
404462297,-798476904,3451
404462263,-798476882,3451
404462230,-798476858,3451
404462199,-798476826,3451
404462169,-798476794,3451
404462139,-798476762,3451
404462112,-798476739,3451
404462084,-798476695,3451
404462058,-798476649,3451
404462031,-798476610,3451
404462005,-798476566,3451
404461980,-798476523,3452
404461958,-798476475,3452
404461938,-798476424,3452
404461920,-798476378,3452
404461901,-798476322,3452
404461886,-798476278,3452
404461874,-798476220,3453
404461844,-798476113,3453
404461831,-798476055,3453
404461819,-798475999,3453
404461807,-798475946,3454
404461790,-798475886,3454
404461780,-798475826,3454
404461765,-798475767,3455
404461749,-798475712,3455
404461741,-798475654,3455
404461728,-798475588,3455
404461716,-798475523,3456
404461705,-798475464,3456
404461684,-798475329,3457
404461672,-798475264,3457
404461662,-798475193,3457
404461653,-798475126,3458
404461638,-798475059,3459
404461638,-798475059,3459
404461630,-798474986,3459
404461625,-798474915,3459
404461612,-798474846,3460
404461604,-798474775,3460
404461592,-798474700,3460
404461582,-798474623,3460
404461574,-798474550,3460
404461564,-798474477,3461
404461554,-798474403,3461
404461545,-798474340,3461
404461530,-798474263,3461
404461520,-798474179,3461
404461512,-798474104,3462
404461506,-798474029,3462
404461495,-798473952,3463
404461483,-798473871,3464
404461471,-798473790,3464
404461462,-798473712,3465
404461455,-798473632,3465
404461447,-798473552,3466
404461435,-798473470,3466
404461421,-798473390,3466
404461410,-798473305,3467
404461404,-798473227,3467
404461390,-798473145,3468
404461379,-798473067,3469
404461370,-798472987,3469
404461355,-798472905,3470
404461341,-798472826,3471
404461321,-798472748,3471
404461309,-798472667,3471
404461295,-798472581,3472
404461281,-798472504,3473
404461267,-798472425,3474
404461248,-798472347,3474
404461230,-798472268,3474
404461214,-798472188,3476
404461196,-798472111,3476
404461153,-798471966,3477
404461131,-798471891,3478
404461116,-798471818,3478
404461095,-798471744,3478
404461068,-798471677,3479
404461044,-798471613,3479
404461024,-798471549,3480
404460999,-798471485,3480
404460973,-798471422,3480
404460973,-798471422,3480
404460946,-798471364,3481
404460920,-798471302,3482
404460889,-798471250,3482
404460860,-798471195,3483
404460833,-798471145,3483
404460775,-798471049,3483
404460744,-798470999,3484
404460715,-798470949,3484
404460683,-798470903,3485
404460650,-798470856,3485
404460619,-798470804,3485
404460590,-798470761,3485
404460561,-798470712,3485
404460533,-798470662,3486
404460509,-798470613,3486
404460486,-798470569,3486
404460457,-798470521,3487
404460435,-798470475,3487
404460414,-798470430,3487
404460394,-798470383,3488
404460373,-798470323,3487
404460349,-798470282,3487
404460329,-798470234,3487
404460311,-798470189,3488
404460296,-798470145,3488
404460281,-798470099,3488
404460268,-798470055,3488
404460257,-798470013,3489
404460248,-798469972,3489
404460235,-798469932,3489
404460235,-798469932,3489
404460219,-798469854,3490
404460213,-798469816,3490
404460206,-798469781,3490
404460197,-798469747,3491
404460192,-798469714,3490
404460190,-798469685,3491
404460187,-798469657,3491
404460187,-798469657,3491
404460183,-798469629,3491
404460172,-798469578,3491
404460172,-798469578,3491
404460174,-798469556,3491
404460171,-798469530,3491
404460169,-798469513,3492
404460165,-798469493,3491
404460165,-798469478,3492
404460160,-798469461,3492
404460156,-798469443,3492
404460155,-798469432,3492
404460156,-798469415,3492
404460152,-798469397,3492
404460152,-798469391,3492
404460152,-798469380,3492
404460151,-798469371,3492
404460149,-798469364,3492
404460148,-798469358,3493
404460148,-798469352,3493
404460148,-798469346,3492
404460148,-798469344,3492
404460146,-798469343,3493
404460146,-798469334,3492
404460145,-798469338,3493
404460144,-798469338,3493
404460144,-798469340,3493
404460145,-798469341,3493
404460145,-798469340,3493
404460145,-798469340,3493
404460144,-798469339,3493
404460145,-798469340,3492
404460147,-798469340,3492
404460147,-798469334,3492
404460148,-798469337,3492
404460148,-798469336,3492
404460147,-798469335,3492
404460148,-798469336,3492
404460147,-798469335,3492
404460146,-798469335,3492
404460148,-798469336,3492
